"MAJOR1","STUID","SCICAREER","SCIENCE_SELF_EFFICACY","SCIENCE_IDENTITY","ACADEMIC_SELFCONCEPT","HABITS_OF_MIND","MAJORGPA","GOAL19","GOAL11","GOAL04","RESEARCH","HPW17","HPW29","HPW28","HPW09","HPW04","HPW24","HPW06","HPW27","HPW02","major","SCIENCE_SELF_EFFICACY_z","SCIENCE_IDENTITY_z","ACADEMIC_SELFCONCEPT_z","HABITS_OF_MIND_z"
665,"40170796",2,46.66,60.27,61.34,51.36,7,1,3,3,6,8,4,5,6,2,4,4,5,1,"Biological & Life Sciences",-0.355834704970894,0.955450699013825,1.16277840889317,-0.185219396324491
448,"40167995",2,48.35,57.91,54.18,55.1,6,2,4,4,4,8,4,5,4,3,3,4,4,4,"Math & Computer Science",-0.221514710557892,0.744916437496239,0.349681814155428,0.24755226407973
454,"40173544",2,70.93,33.36,54.55,66.43,3,2,4,4,1,6,4,6,7,1,6,6,1,2,"Math & Computer Science",1.57312758165843,-1.44517513888373,0.391699375615339,1.55859582353958
663,"40166099",4,52.74,51.96,50.96,57.56,7,1,3,2,2,7,5,5,4,2,4,3,1,5,"Biological & Life Sciences",0.127399357769373,0.214120312059953,-0.0159845315227211,0.532209559425822
665,"40173596",3,70.93,55.16,65.28,59.35,7,2,1,3,2,6,3,4,4,2,4,4,5,2,"Biological & Life Sciences",1.57312758165843,0.499590497168544,1.61020865795277,0.739338241811799
665,"40173803",3,41.62,61.1,62.01,56.72,8,3,2,2,1,8,5,6,5,1,3,6,5,3,"Biological & Life Sciences",-0.756410309610851,1.02949452827637,1.23886426342869,0.435009507356424
663,"40173799",2,30.46,38.46,44.64,28.56,4,1,2,2,1,8,4,4,4,1,6,4,5,2,"Biological & Life Sciences",-1.64339914845647,-0.990207031366915,-0.733689905648777,-2.82350652392241
663,"40170190",2,54.9,49.06,68.3,58.15,7,1,4,2,1,6,4,4,6,2,4,3,4,3,"Biological & Life Sciences",0.299074616900783,-0.0445870431947072,1.95316280824719,0.600481024569803
663,"40171886",3,51.75,50.79,59.97,42.41,2,2,2,3,2,6,4,5,6,1,5,1,5,3,"Biological & Life Sciences",0.0487148640008097,0.109745275629625,1.00719987051458,-1.22086280825438
665,"40164922",2,33.47,38.46,34.52,43.03,2,2,3,3,3,4,1,1,5,1,5,1,1,3,"Biological & Life Sciences",-1.40416649568539,-0.990207031366915,-1.88292699206582,-1.14911991267935
453,"40170197",5,60.57,46.11,57.55,54.79,7,1,2,3,1,5,2,4,5,3,4,3,5,7,"Math & Computer Science",0.749722172120736,-0.30775487009169,0.732382306371378,0.211680816292214
454,"40170006",4,61.64,60.27,62.01,53.16,8,1,2,3,5,7,6,6,5,4,3,2,4,2,"Math & Computer Science",0.834765008820092,0.955450699013825,1.23886426342869,0.0230664295385029
663,"40169856",3,55.96,70.79,64.45,62.22,8,2,4,3,5,7,4,5,3,4,2,3,4,3,"Biological & Life Sciences",0.38332266073379,1.89393393255832,1.51595304711027,1.07143841971557
663,"040170219",5,43.81,55.83,59.97,53.88,8,2,3,2,3,8,8,8,4,2,4,3,5,2,"Biological & Life Sciences",-0.582350671880393,0.559360817175655,1.00719987051458,0.106380759883701
444,"40170949",4,70.93,64.91,53.89,57.56,5,2,3,4,4,7,4,4,1,1,2,4,2,3,"Math & Computer Science",1.57312758165843,1.36938246742128,0.31674913084901,0.532209559425822
768,"40173812",5,57.22,66.29,61.34,57.56,8,3,2,3,4,8,3,4,2,4,4,3,4,5,"Engineering",0.48346656189378,1.49249148474936,1.16277840889317,0.532209559425822
663,"40171830",2,61.32,57.22,61.03,52.32,7,1,4,2,4,7,4,6,5,3,5,4,4,3,"Biological & Life Sciences",0.80933163709692,0.6833619288322,1.12757450604838,-0.0741336225308938
454,"040170531",4,60,58.73,68.3,55.35,8,4,4,4,5,8,7,6,4,5,2,3,4,1,"Math & Computer Science",0.704418978738836,0.818068172430316,1.95316280824719,0.276480851005146
665,"40172623",3,56.49,61.82,52.39,57.83,7,2,3,2,1,7,5,6,6,4,4,5,4,3,"Biological & Life Sciences",0.425446682650294,1.0937253199258,0.146407665470991,0.56345243330527
451,"40171841",3,51.58,53.32,56.02,43.45,6,1,2,2,2,8,6,8,2,6,3,5,3,2,"Math & Computer Science",0.0352033852728745,0.335445140731104,0.558634011685798,-1.10051988664465
663,"40169858",5,53.78,56.82,54.27,62.07,5,1,2,1,4,6,4,4,6,1,7,3,2,2,"Biological & Life Sciences",0.210057815869682,0.647678155693626,0.359902302078108,1.05408126756032
665,"40171848",4,53.68,57.53,42.83,51.16,7,2,3,1,6,8,2,3,7,1,7,3,4,4,"Biological & Life Sciences",0.20210988720619,0.711016853014595,-0.939235273871588,-0.208362265864824
665,"040171550",3,46.24,55.6,52.39,53.52,7,1,3,2,4,5,5,8,8,2,8,4,5,4,"Biological & Life Sciences",-0.389216005357557,0.538842647620976,0.146407665470991,0.0647235947111016
446,"01526901",1,50.58,52.41,29.99,41.47,5,1,4,3,2,4,2,6,5,5,6,6,1,3,"Math & Computer Science",-0.0442759013620378,0.254264556840849,-2.39735821750744,-1.32963429509394
559,"01454090",1,51.62,46.31,52.39,66.43,8,3,4,2,1,5,2,6,6,3,4,4,1,2,"Physical Science",0.0383825567382709,-0.289912983522403,0.146407665470991,1.55859582353958
559,"01387619",3,38.29,56.82,47.65,48.69,5,2,3,3,1,7,7,5,8,1,1,8,1,3,"Physical Science",-1.02107633410511,0.647678155693626,-0.391871365123551,-0.494176704687932
453,"01510589",3,53.8,66.29,50.09,50.21,7,3,3,3,1,7,7,6,7,4,5,4,1,4,"Math & Computer Science",0.21164740160238,1.49249148474936,-0.114782581441972,-0.318290896181403
559,"01395329",2,34.4,51.55,46.24,43.51,8,2,2,2,1,8,4,5,8,3,5,5,1,3,"Physical Science",-1.33025075911492,0.177544444592915,-0.551992342578889,-1.09357702578255
663,"01436594",1,62.36,51.66,54.18,57.56,7,1,3,4,5,5,3,5,5,5,4,3,1,4,"Biological & Life Sciences",0.891990095197228,0.187357482206023,0.349681814155428,0.532209559425822
446,"01504392",3,44.62,52.52,52.96,54.22,8,2,3,3,3,6,5,5,5,4,5,3,4,4,"Math & Computer Science",-0.517972449706115,0.264077594453957,0.211137422314638,0.145723638102266
115,"01394852",5,70.93,70.79,68.3,66.43,6,4,4,2,1,8,7,7,7,5,5,5,1,7,"Health Professions",1.57312758165843,1.89393393255832,1.95316280824719,1.55859582353958
447,"01512399",3,44.62,53.25,38.97,39.95,5,2,2,3,1,3,4,4,4,5,5,4,3,4,"Math & Computer Science",-0.517972449706115,0.329200480431854,-1.37758064477769,-1.50552010360047
447,"01516056",5,66.22,56.77,52.96,39.95,7,3,2,3,1,4,4,5,5,1,3,3,1,5,"Math & Computer Science",1.19878014160799,0.643217684051304,0.211137422314638,-1.50552010360047
453,"01402440",1,57.62,42.58,59.31,48,7,1,4,3,1,7,5,6,4,5,1,4,1,1,"Math & Computer Science",0.515258276547744,-0.622664168039604,0.932249625748255,-0.574019604602079
115,"01520851",4,70.93,62.59,38.97,66.43,5,2,3,2,3,5,3,5,4,4,3,3,1,3,"Health Professions",1.57312758165843,1.16241658321755,-1.37758064477769,1.55859582353958
446,"01503898",5,62.06,70.79,56.27,66.43,7,1,4,3,1,6,5,6,4,5,4,6,1,5,"Math & Computer Science",0.868146309206755,1.89393393255832,0.587024255915468,1.55859582353958
453,"01486992",2,59.24,53.25,52.39,57.08,7,1,2,3,1,5,4,6,6,4,4,6,1,2,"Math & Computer Science",0.644014720896302,0.329200480431854,0.146407665470991,0.476666672529023
559,"01529564",3,48.22,56.82,56.38,58.95,5,3,3,3,1,5,3,5,5,6,3,6,5,2,"Physical Science",-0.231847017820431,0.647678155693626,0.599515963376523,0.693052502731134
448,"01510747",4,56.65,64.66,54.18,44.65,5,3,4,3,6,4,3,7,8,4,5,2,1,3,"Math & Computer Science",0.43816336851188,1.34708010920967,0.349681814155428,-0.961662669402651
121,"01398355",5,64.35,66.29,56.38,66.43,7,4,4,4,3,4,3,8,8,1,6,4,1,3,"Health Professions",1.0501538756007,1.49249148474936,0.599515963376523,1.55859582353958
447,"01507534",3,46.02,52.52,52.95,66.43,7,2,2,4,1,4,4,4,4,4,4,4,4,4,"Math & Computer Science",-0.406701448417238,0.264077594453957,0.210001812545452,1.55859582353958
445,"01403091",5,55.65,59.5,50.09,66.43,7,2,3,3,1,6,6,6,7,5,3,4,5,2,"Math & Computer Science",0.358684081876967,0.886759435722071,-0.114782581441972,1.55859582353958
445,"01526915",5,70.93,66.29,59.31,66.43,7,3,3,4,6,7,3,4,4,7,2,5,7,1,"Math & Computer Science",1.57312758165843,1.49249148474936,0.932249625748255,1.55859582353958
665,"00959908",1,32.91,38.46,47.19,62.07,7,1,3,4,2,4,1,5,4,1,3,4,1,5,"Biological & Life Sciences",-1.44867489620094,-0.990207031366915,-0.444109414506144,1.05408126756032
446,"01515699",2,70.93,58.68,52.55,54.82,6,2,2,4,1,3,1,5,5,2,4,5,4,4,"Math & Computer Science",1.57312758165843,0.813607700787994,0.164577421777979,0.215152246723264
115,"01521315",4,55.65,59.5,61.34,59.56,7,2,3,3,6,8,5,7,8,5,5,5,1,3,"Health Professions",0.358684081876967,0.886759435722071,1.16277840889317,0.763638254829148
559,"01348526",3,55.65,52.52,52.39,39.95,8,2,2,2,1,7,5,5,5,5,5,5,5,5,"Physical Science",0.358684081876967,0.264077594453957,0.146407665470991,-1.50552010360047
453,"01275051",2,55.65,57.91,51.11,44.38,6,1,3,3,2,5,2,4,3,2,4,4,1,3,"Math & Computer Science",0.358684081876967,0.744916437496239,0.00104961501508065,-0.992905543282101
115,"01513895",5,70.93,70.79,64.29,66.43,8,4,4,4,4,2,2,8,8,8,7,7,1,2,"Health Professions",1.57312758165843,1.89393393255832,1.49778329080328,1.55859582353958
447,"01521472",4,70.93,59.5,54.27,44.11,2,3,3,3,1,5,3,3,4,3,5,2,1,2,"Math & Computer Science",1.57312758165843,0.886759435722071,0.359902302078108,-1.02414841716155
772,"01512773",3,48.54,52.12,38.97,41.67,4,2,4,3,1,4,4,5,6,6,3,3,1,3,"Engineering",-0.206413646097259,0.228393821315383,-1.37758064477769,-1.30649142555361
447,"01366252",2,55.65,57.22,52.39,66.43,8,1,3,3,1,5,4,6,5,4,5,5,6,2,"Math & Computer Science",0.358684081876967,0.6833619288322,0.146407665470991,1.55859582353958
115,"01305975",2,56.49,70.79,53.51,66.43,8,3,3,4,6,4,4,5,5,4,3,3,4,4,"Health Professions",0.425446682650294,1.89393393255832,0.273595959619912,1.55859582353958
115,"01505475",4,70.93,70.79,52.95,52.42,8,2,3,2,3,5,3,4,2,4,4,4,4,1,"Health Professions",1.57312758165843,1.89393393255832,0.210001812545452,-0.0625621877607273
453,"01175120",3,55.65,52.52,52.96,46.09,7,3,3,3,1,4,3,8,7,6,6,3,1,2,"Math & Computer Science",0.358684081876967,0.264077594453957,0.211137422314638,-0.795034008712256
663,"01504722",5,60.29,66.29,42.22,62.5,6,4,4,3,2,4,4,5,4,5,3,5,2,1,"Biological & Life Sciences",0.72746797186296,1.49249148474936,-1.00850746979198,1.10383843707204
448,"01363022",2,42.63,33.36,37.23,49.15,5,1,1,2,3,4,1,6,3,7,5,6,5,2,"Math & Computer Science",-0.67613623010959,-1.44517513888373,-1.57517674461619,-0.440948104745167
115,"01421483",5,63.59,66.29,61.34,58.15,8,3,4,2,4,8,1,6,3,1,4,8,1,2,"Health Professions",0.989749617758171,1.49249148474936,1.16277840889317,0.600481024569803
115,"01514196",4,55.65,54.12,54.18,56.59,8,3,3,4,5,7,3,4,7,4,5,6,4,5,"Health Professions",0.358684081876967,0.406812687008252,0.349681814155428,0.419966642155209
115,"01271097",1,68.11,70.79,49.95,66.43,8,4,4,4,6,7,2,8,5,5,3,6,7,5,"Health Professions",1.34899599334797,1.89393393255832,-0.130681118210587,1.55859582353958
559,"01402429",5,43.49,40.04,52.39,66.43,8,1,4,3,1,5,4,4,6,3,3,4,1,3,"Physical Science",-0.607784043603565,-0.849256127469548,0.146407665470991,1.55859582353958
115,"01521222",2,41.69,33.36,42.86,39.95,5,3,3,2,1,6,5,5,3,4,4,4,4,4,"Health Professions",-0.750846759546408,-1.44517513888373,-0.935828444564027,-1.50552010360047
664,"01503147",4,70.93,70.79,68.3,40.97,8,3,2,3,1,3,2,2,4,4,4,4,3,4,"Biological & Life Sciences",1.57312758165843,1.89393393255832,1.95316280824719,-1.38749146894477
446,"01507564",5,56.49,52.52,64.45,66.43,5,2,3,3,1,7,5,8,5,4,5,5,1,3,"Math & Computer Science",0.425446682650294,0.264077594453957,1.51595304711027,1.55859582353958
115,"01396485",1,60.57,61.1,43.05,39.95,4,1,3,3,1,6,4,8,8,3,8,3,1,1,"Health Professions",0.749722172120736,1.02949452827637,-0.914251858949478,-1.50552010360047
121,"01454163",4,55.65,70.79,68.3,66.43,7,1,4,4,6,8,8,8,2,3,2,3,8,8,"Health Professions",0.358684081876967,1.89393393255832,1.95316280824719,1.55859582353958
114,"01409094",3,55.65,58.91,52.39,55.27,8,2,3,3,1,8,7,4,1,3,2,2,1,4,"Health Professions",0.358684081876967,0.834125870342674,0.146407665470991,0.267223703189013
114,"01513584",5,70.93,70.79,68.3,66.43,5,3,3,3,5,6,6,5,3,5,2,6,5,2,"Health Professions",1.57312758165843,1.89393393255832,1.95316280824719,1.55859582353958
663,"01529732",5,44.62,52.52,33.82,42.44,3,2,3,2,1,5,3,5,3,1,6,2,2,3,"Biological & Life Sciences",-0.517972449706115,0.264077594453957,-1.96241967590889,-1.21739137782333
663,"01520557",4,70.93,64.91,50.09,56.16,8,3,4,2,3,5,5,7,6,6,5,4,6,4,"Biological & Life Sciences",1.57312758165843,1.36938246742128,-0.114782581441972,0.370209472643493
453,"01514612",4,55.65,57.91,31.63,42.88,4,1,2,2,1,3,1,4,5,3,6,2,1,3,"Math & Computer Science",0.358684081876967,0.744916437496239,-2.2111182153608,-1.16647706483459
768,"01514188",5,62.91,70.79,51.9,58.95,6,2,4,4,4,5,4,4,5,2,5,1,1,3,"Engineering",0.93570370284643,1.89393393255832,0.0907627867808376,0.693052502731134
445,"01507732",3,52.81,55.16,42.83,57.83,3,1,3,3,1,5,3,5,6,1,6,4,1,3,"Math & Computer Science",0.132962907833817,0.499590497168544,-0.939235273871588,0.56345243330527
445,"01515497",4,55.65,60.14,45.05,49.26,5,2,2,2,4,4,2,4,2,2,5,2,1,2,"Math & Computer Science",0.358684081876967,0.943853472743789,-0.687129905112119,-0.428219526497984
115,"01521426",3,70.93,70.79,51.7,38.45,7,2,3,2,4,6,2,4,4,5,4,4,6,3,"Health Professions",1.57312758165843,1.89393393255832,0.0680505913971021,-1.67909162515296
559,"09508344",2,60.68,61.82,40.66,62.75,7,3,4,3,1,7,7,4,4,3,4,2,1,1,"Physical Science",0.758464893650576,1.0937253199258,-1.18566259378512,1.13276702399745
115,"A13667629",2,54.83,66.29,52.39,51.16,6,2,3,2,1,5,3,5,3,6,4,4,5,3,"Health Professions",0.293511066836339,1.49249148474936,0.146407665470991,-0.208362265864824
115,"13332229",2,70.93,57.97,47.65,51.36,6,2,3,2,1,5,3,7,4,7,3,3,1,3,"Health Professions",1.57312758165843,0.750269003467026,-0.391871365123551,-0.185219396324491
115,"A13406511",5,56.49,64.85,68.3,51.95,5,2,3,3,1,5,2,7,3,1,6,3,1,2,"Health Professions",0.425446682650294,1.3640299014505,1.95316280824719,-0.116947931180509
664,"A13407382",4,44.62,52.52,38.97,39.95,4,2,2,2,1,6,6,6,6,6,6,6,6,6,"Biological & Life Sciences",-0.517972449706115,0.264077594453957,-1.37758064477769,-1.50552010360047
115,"A13479220",5,68.11,62.59,46.62,45.42,6,2,4,4,3,7,1,7,4,4,5,3,1,2,"Health Professions",1.34899599334797,1.16241658321755,-0.508839171349792,-0.87256262167237
562,"A13630540",5,70.93,56.13,46.21,66.43,6,1,3,4,4,6,2,5,3,3,3,3,3,3,"Physical Science",1.57312758165843,0.586123647029586,-0.55539917188645,1.55859582353958
115,"A13744628",1,53.18,47.08,48.18,57.49,5,1,2,3,1,5,2,4,5,7,3,6,1,2,"Health Professions",0.162370243888734,-0.221221720230648,-0.331684047356651,0.524109555086705
115,"A13445563",4,70.93,70.79,61.34,66.43,8,3,3,3,5,6,3,6,5,3,4,3,6,3,"Health Professions",1.57312758165843,1.89393393255832,1.16277840889317,1.55859582353958
115,"A13813918",5,46.24,50.53,43.95,47.73,8,2,3,2,1,6,2,1,7,2,4,3,1,1,"Health Professions",-0.389216005357557,0.0865508230895517,-0.812046979722666,-0.605262478481529
115,"A13400713",5,56.49,61.1,54.27,50.29,5,3,2,3,4,6,2,4,5,3,5,4,2,2,"Health Professions",0.425446682650294,1.02949452827637,0.359902302078108,-0.30903374836527
562,"A13590240",4,54.83,59.5,52.39,66.43,6,3,3,2,3,4,3,3,3,3,3,3,1,3,"Physical Science",0.293511066836339,0.886759435722071,0.146407665470991,1.55859582353958
115,"A13508613",2,55.65,64.91,47.65,51.16,6,2,4,1,1,7,1,5,3,3,5,3,1,2,"Health Professions",0.358684081876967,1.36938246742128,-0.391871365123551,-0.208362265864824
115,"A13826775",5,70.93,70.79,62.49,60.82,8,4,4,4,6,8,1,4,2,1,4,3,1,3,"Health Professions",1.57312758165843,1.89393393255832,1.29337353234966,0.909438332933244
115,"A13808263",5,67.38,57.97,58.1,47.73,8,2,3,4,1,4,1,4,3,3,5,5,1,1,"Health Professions",1.29097611410449,0.750269003467026,0.794840843676652,-0.605262478481529
115,"13597078",2,70.93,61.67,68.3,58.87,8,2,2,4,5,6,1,6,4,3,4,7,3,3,"Health Professions",1.57312758165843,1.08034390499883,1.95316280824719,0.683795354915001
771,"A13377742",4,55.65,59.5,50.09,66.43,7,3,3,3,4,5,4,4,4,5,3,3,6,2,"Engineering",0.358684081876967,0.886759435722071,-0.114782581441972,1.55859582353958
663,"A13428858",2,58.54,59.5,62.01,53,7,4,3,4,3,4,1,5,4,1,7,4,1,2,"Biological & Life Sciences",0.588379220251864,0.886759435722071,1.23886426342869,0.00455213390623716
115,"A13300743",1,55.65,52.52,42.83,39.95,6,2,3,2,1,4,4,5,5,1,5,7,1,2,"Health Professions",0.358684081876967,0.264077594453957,-0.939235273871588,-1.50552010360047
771,"A13386959",5,54.83,59.5,48.68,57.83,6,3,2,2,4,5,2,5,6,3,4,3,4,3,"Engineering",0.293511066836339,0.886759435722071,-0.274903558897311,0.56345243330527
115,"A13363078",4,70.93,64.91,50.09,38.3,6,2,2,4,1,5,1,5,2,7,8,2,1,1,"Health Professions",1.57312758165843,1.36938246742128,-0.114782581441972,-1.69644877730821
121,"A13350481",4,64.32,68.09,52.39,66.43,8,3,4,2,5,5,2,5,4,3,4,6,1,3,"Health Professions",1.04776949700166,1.65306846387295,0.146407665470991,1.55859582353958
115,"A13397788",4,55.65,52.52,40.67,39.95,4,3,2,3,1,3,5,5,2,3,5,5,4,1,"Health Professions",0.358684081876967,0.264077594453957,-1.18452698401594,-1.50552010360047
768,"13519546",5,70.93,70.79,38.97,66.43,8,2,2,2,5,5,5,5,5,5,5,5,5,5,"Engineering",1.57312758165843,1.89393393255832,-1.37758064477769,1.55859582353958
665,"A14914108",1,70.93,62.77,68.3,56.48,8,2,2,3,4,6,1,4,3,1,2,4,1,4,"Biological & Life Sciences",1.57312758165843,1.17847428112991,1.95316280824719,0.407238063908026
123,"A13451868",4,70.93,70.79,56.02,37.61,5,3,2,3,1,7,5,8,6,6,7,6,1,4,"Health Professions",1.57312758165843,1.89393393255832,0.558634011685798,-1.77629167722236
116,"A13415923",2,53.78,62.59,52.39,41.99,6,3,4,3,4,6,3,5,4,4,4,4,4,3,"Health Professions",0.210057815869682,1.16241658321755,0.146407665470991,-1.26946283428908
449,"A13709073",5,53.77,58.91,43.72,49.49,5,3,2,2,1,4,5,3,4,4,3,3,4,4,"Math & Computer Science",0.209263023003333,0.834125870342674,-0.838166004413963,-0.401605226526601
663,"A13345593",2,52.5,59.5,52.39,52.9,5,3,4,3,1,6,5,4,6,6,4,4,1,2,"Biological & Life Sciences",0.108324328976994,0.886759435722071,0.146407665470991,-0.00701930086392933
447,"A13638184",4,44.88,46.86,38.97,44.93,5,1,3,4,6,6,3,8,7,6,6,6,1,4,"Math & Computer Science",-0.497307835181037,-0.240847795456864,-1.37758064477769,-0.929262652046185
449,"A13534067",5,53.77,59.5,59.97,57.9,5,2,4,2,6,5,2,6,6,1,3,1,1,3,"Math & Computer Science",0.209263023003333,0.886759435722071,1.00719987051458,0.571552437644387
115,"13539228",3,55.65,57.91,52.39,39.95,7,3,3,3,1,6,4,6,7,5,4,3,6,4,"Health Professions",0.358684081876967,0.744916437496239,0.146407665470991,-1.50552010360047
117,"A13645737",4,70.93,70.79,58.68,50.34,7,1,4,1,6,7,3,4,7,3,7,2,6,3,"Health Professions",1.57312758165843,1.89393393255832,0.860706210289486,-0.303248030980187
123,"A13306853",1,54.83,38.46,44.89,66.43,4,3,1,4,1,4,2,4,5,5,2,3,1,4,"Health Professions",0.293511066836339,-0.990207031366915,-0.705299661419107,1.55859582353958
115,"A13436697",2,54.4,33.36,44.6,66.43,4,1,4,3,3,7,1,6,5,1,4,6,6,6,"Health Professions",0.259334973583327,-1.44517513888373,-0.738232344725524,1.55859582353958
768,"A13816479",4,54.08,60.05,52.55,57.82,4,4,4,4,4,7,4,5,5,3,4,4,1,3,"Engineering",0.233901601860155,0.93582462378761,0.164577421777979,0.562295289828254
663,"A13742938",3,58.21,62.59,50.09,52.04,7,3,3,2,1,4,4,7,5,7,7,8,6,4,"Biological & Life Sciences",0.562151055662343,1.16241658321755,-0.114782581441972,-0.10653363988736
114,"844783",5,70.93,70.79,43.05,46.97,6,3,3,3,5,5,3,7,6,5,3,4,5,2,"Health Professions",1.57312758165843,1.89393393255832,-0.914251858949478,-0.693205382734792
115,"844965",4,55.65,61.82,54.44,55.26,7,3,3,3,1,7,4,8,4,4,2,4,6,3,"Health Professions",0.358684081876967,1.0937253199258,0.379207668154284,0.266066559711996
114,"843863",5,55.65,60.05,50.69,48.13,6,4,3,3,2,5,5,4,1,2,3,4,1,2,"Health Professions",0.358684081876967,0.93582462378761,-0.046645995290765,-0.558976739400863
115,"845145",4,53.77,54.44,49.33,57.72,7,1,4,3,4,7,6,7,4,3,1,5,4,2,"Health Professions",0.209263023003333,0.435359705519111,-0.201088923900169,0.550723855058088
115,"844718",3,58.57,59.5,58.07,52.42,8,1,4,1,4,7,5,4,5,3,4,4,5,1,"Health Professions",0.590763598850911,0.886759435722071,0.791434014369092,-0.0625621877607273
114,"818314",4,57.22,59.5,47.24,53.07,4,2,3,3,1,6,4,6,5,3,5,6,5,4,"Health Professions",0.48346656189378,0.886759435722071,-0.43843136566021,0.0126521382453536
663,"844106",4,62.18,63.52,64.12,61.37,8,4,2,4,3,5,3,6,5,3,5,6,5,3,"Biological & Life Sciences",0.877683823602944,1.24538135576474,1.4784779247271,0.973081224169159
771,"784860",5,70.93,70.79,54.44,62.5,7,3,4,2,3,4,3,8,3,5,2,3,7,3,"Engineering",1.57312758165843,1.89393393255832,0.379207668154284,1.10383843707204
766,"798192",4,55.65,59.5,46.24,46.59,6,2,2,2,4,7,4,8,4,1,3,3,1,3,"Engineering",0.358684081876967,0.886759435722071,-0.551992342578889,-0.737176834861424
115,"847731",2,44.62,52.52,46.21,39.95,6,1,3,2,2,6,5,8,5,6,4,5,7,3,"Health Professions",-0.517972449706115,0.264077594453957,-0.55539917188645,-1.50552010360047
769,"817157",5,70.93,70.79,56.9,60.82,7,2,4,1,1,7,4,8,6,3,5,5,1,2,"Engineering",1.57312758165843,1.89393393255832,0.658567671374236,0.909438332933244
768,"707246",4,70.93,64.91,60.8,57.91,7,3,3,2,6,4,1,2,5,3,5,2,4,3,"Engineering",1.57312758165843,1.36938246742128,1.10145548135709,0.572709581121403
117,"839811",2,44.62,33.36,38.18,58.08,6,1,3,2,1,8,4,5,6,6,5,7,4,5,"Health Professions",-0.517972449706115,-1.44517513888373,-1.46729381654345,0.592381020230686
115,"845420",4,57.46,66.29,64.29,51.36,7,3,4,2,5,5,3,4,4,4,5,4,5,3,"Health Professions",0.502541590686159,1.49249148474936,1.49778329080328,-0.185219396324491
769,"751712",5,65.98,70.79,48.18,66.43,6,2,3,4,4,4,4,7,3,1,3,4,1,3,"Engineering",1.17970511281561,1.89393393255832,-0.331684047356651,1.55859582353958
115,"845201",2,54.83,46.68,56.44,57.72,8,1,2,2,3,4,1,4,6,4,4,5,4,3,"Health Professions",0.293511066836339,-0.256905493369222,0.606329621991644,0.550723855058088
114,"704420",5,55.65,64.91,47.65,45.9,8,3,3,2,5,6,5,6,7,4,5,4,4,3,"Health Professions",0.358684081876967,1.36938246742128,-0.391871365123551,-0.817019734775572
114,"695131",5,70.93,70.79,50.75,49.72,6,3,3,3,2,4,4,6,2,6,6,6,4,2,"Health Professions",1.57312758165843,1.89393393255832,-0.039832336675644,-0.374990926555218
114,"843963",4,70.93,70.79,64.29,55.4,7,2,3,2,5,8,8,8,5,4,6,5,3,2,"Health Professions",1.57312758165843,1.89393393255832,1.49778329080328,0.282266568390229
766,"817262",5,66.02,70.79,61.34,47.75,7,4,3,3,1,7,4,4,4,3,4,7,3,3,"Engineering",1.18288428428101,1.89393393255832,1.16277840889317,-0.602948191527495
